Cell_Type,Dataset,Cell_Class,Label,Hodge_2018,Bakken_2019,Class_Level1,Class_Level2
Exc_L5_6_THEMIS_TNFAIP6,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5.6_THEMIS_TNFAIP6,,L5 IT,,L5-6
Exc_L5_6_THEMIS_TNFAIP6,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5.6_THEMIS_TNFAIP6,,L5 IT,,L5-6
Exc_L5_FEZF2_CSN1S1,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_FEZF2_CSN1S1,,L5 ET,FEZF2,L5
Exc_L5_FEZF2_CSN1S1,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_FEZF2_CSN1S1,,L5 ET,FEZF2,L5
Exc_L5_FEZF2_DYRK2,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L5_FEZF2_DYRK2,,,FEZF2,L5
Exc_L5_FEZF2_DYRK2,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L5_FEZF2_DYRK2,,,FEZF2,L5
Exc_L5_FEZF2_MORN2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L5_FEZF2_MORN2,,,FEZF2,L5
Exc_L5_FEZF2_MORN2,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L5_FEZF2_MORN2,,,FEZF2,L5
Exc_L5_FEZF2_NREP_AS1,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_FEZF2_NREP.AS1,,L5/6 NP,FEZF2,L5
Exc_L5_FEZF2_NREP_AS1,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_FEZF2_NREP.AS1,,L5/6 NP,FEZF2,L5
Exc_L5_FEZF2_PKD2L1,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_FEZF2_PKD2L1,,L5/6 NP,FEZF2,L5
Exc_L5_FEZF2_PKD2L1,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_FEZF2_PKD2L1,,L5/6 NP,FEZF2,L5
Exc_L5_FEZF2_RNF144A_AS1,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_FEZF2_RNF144A.AS1,,L5/6 NP,FEZF2,L5
Exc_L5_FEZF2_RNF144A_AS1,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_FEZF2_RNF144A.AS1,,L5/6 NP,FEZF2,L5
Exc_L5_FEZF2_SCN7A,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L5_FEZF2_SCN7A,,,FEZF2,L5
Exc_L5_FEZF2_SCN7A,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L5_FEZF2_SCN7A,,,FEZF2,L5
Exc_L5_FEZF2_SCN7A,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L5_FEZF2_SCN7A,,,FEZF2,L5
Exc_L5_RORB_LINC01202,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L5_RORB_LINC01202,,,RORB,L5
Exc_L5_RORB_LINC01202,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L5_RORB_LINC01202,,,RORB,L5
Exc_L5_RORB_LINC01202,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L5_RORB_LINC01202,,,RORB,L5
Exc_L5_RORB_LINC01202,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L5_RORB_LINC01202,,,RORB,L5
Exc_L5_RORB_MED8,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_RORB_MED8,,L5 IT,RORB,L5
Exc_L5_RORB_MED8,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_RORB_MED8,,L5 IT,RORB,L5
Exc_L5_RORB_SNHG7,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L5_RORB_SNHG7,,,RORB,L5
Exc_L5_RORB_SNHG7,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L5_RORB_SNHG7,,,RORB,L5
Exc_L5_RORB_SNHG7,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L5_RORB_SNHG7,,,RORB,L5
Exc_L5_THEMIS_FGF10,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_THEMIS_FGF10,,L5 IT,,L5
Exc_L5_THEMIS_FGF10,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_THEMIS_FGF10,,L5 IT,,L5
Exc_L5_THEMIS_LINC01116,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_THEMIS_LINC01116,,L6 CT,,L5
Exc_L5_THEMIS_LINC01116,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_THEMIS_LINC01116,,L6 CT,,L5
Exc_L5_THEMIS_RGPD6,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_THEMIS_RGPD6,,L6 CT,,L5
Exc_L5_THEMIS_RGPD6,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_THEMIS_RGPD6,,L6 CT,,L5
Exc_L5_THEMIS_SLC22A18,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_THEMIS_SLC22A18,,L5 IT,,L5
Exc_L5_THEMIS_SLC22A18,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_THEMIS_SLC22A18,,L5 IT,,L5
Exc_L5_THEMIS_VILL,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L5_THEMIS_VILL,,L5 IT,,L5
Exc_L5_THEMIS_VILL,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L5_THEMIS_VILL,,L5 IT,,L5
Exc_L6_FEZF2_CPZ,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_CPZ,,,FEZF2,L6
Exc_L6_FEZF2_CPZ,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_CPZ,,,FEZF2,L6
Exc_L6_FEZF2_CPZ,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_CPZ,,,FEZF2,L6
Exc_L6_FEZF2_CPZ,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_CPZ,,,FEZF2,L6
Exc_L6_FEZF2_ETV4,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_ETV4,,,FEZF2,L6
Exc_L6_FEZF2_ETV4,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_ETV4,,,FEZF2,L6
Exc_L6_FEZF2_ETV4,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_ETV4,,,FEZF2,L6
Exc_L6_FEZF2_ETV4,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_ETV4,,,FEZF2,L6
Exc_L6_FEZF2_FAM95C,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_FAM95C,,,FEZF2,L6
Exc_L6_FEZF2_FAM95C,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_FAM95C,,,FEZF2,L6
Exc_L6_FEZF2_FAM95C,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_FAM95C,,,FEZF2,L6
Exc_L6_FEZF2_FAM95C,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_FAM95C,,,FEZF2,L6
Exc_L6_FEZF2_FFAR4,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_FEZF2_FFAR4,,L6b,FEZF2,L6
Exc_L6_FEZF2_FFAR4,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_FEZF2_FFAR4,,L6b,FEZF2,L6
Exc_L6_FEZF2_KLK7,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_FEZF2_KLK7,,L6b,FEZF2,L6
Exc_L6_FEZF2_KLK7,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_FEZF2_KLK7,,L6b,FEZF2,L6
Exc_L6_FEZF2_KRT17,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_KRT17,,,FEZF2,L6
Exc_L6_FEZF2_KRT17,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_KRT17,,,FEZF2,L6
Exc_L6_FEZF2_KRT17,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_KRT17,,,FEZF2,L6
Exc_L6_FEZF2_KRT17,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_KRT17,,,FEZF2,L6
Exc_L6_FEZF2_OR2T8,Luo_2019_10x_Chromium_V3_BA46,EXC,Luo_2019_10x_Chromium_V3_BA46_Exc_L6_FEZF2_OR2T8,Exc Deep layers,,FEZF2,L6
Exc_L6_FEZF2_OR2T8,Luo_2019_10x_Chromium_V3_BA44-45,EXC,Luo_2019_10x_Chromium_V3_BA44-45_Exc_L6_FEZF2_OR2T8,Exc Deep layers,,FEZF2,L6
Exc_L6_FEZF2_OR2T8,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,EXC,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Exc_L6_FEZF2_OR2T8,Exc Deep layers,,FEZF2,L6
Exc_L6_FEZF2_P4HA3,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_P4HA3,,,FEZF2,L6
Exc_L6_FEZF2_P4HA3,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_P4HA3,,,FEZF2,L6
Exc_L6_FEZF2_P4HA3,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_P4HA3,,,FEZF2,L6
Exc_L6_FEZF2_P4HA3,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_P4HA3,,,FEZF2,L6
Exc_L6_FEZF2_PDYN,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_FEZF2_PDYN,,L6b,FEZF2,L6
Exc_L6_FEZF2_PDYN,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_FEZF2_PDYN,,L6b,FEZF2,L6
Exc_L6_FEZF2_POGK,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_FEZF2_POGK,,L6b,FEZF2,L6
Exc_L6_FEZF2_POGK,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_FEZF2_POGK,,L6b,FEZF2,L6
Exc_L6_FEZF2_PROKR2,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_FEZF2_PROKR2,,L6b,FEZF2,L6
Exc_L6_FEZF2_PROKR2,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_FEZF2_PROKR2,,L6b,FEZF2,L6
Exc_L6_FEZF2_SCUBE1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,EXC,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Exc_L6_FEZF2_SCUBE1,Exc Deep layers,,FEZF2,L6
Exc_L6_FEZF2_SCUBE1,Luo_2019_10x_Chromium_V3_BA44-45,EXC,Luo_2019_10x_Chromium_V3_BA44-45_Exc_L6_FEZF2_SCUBE1,Exc Deep layers,,FEZF2,L6
Exc_L6_FEZF2_SLITRK6,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_SLITRK6,,,FEZF2,L6
Exc_L6_FEZF2_SLITRK6,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_SLITRK6,,,FEZF2,L6
Exc_L6_FEZF2_SLITRK6,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_SLITRK6,,,FEZF2,L6
Exc_L6_FEZF2_SLITRK6,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_SLITRK6,,,FEZF2,L6
Exc_L6_FEZF2_TBC1D26,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_TBC1D26,,,FEZF2,L6
Exc_L6_FEZF2_TBC1D26,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_TBC1D26,,,FEZF2,L6
Exc_L6_FEZF2_TBC1D26,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_TBC1D26,,,FEZF2,L6
Exc_L6_FEZF2_TBC1D26,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_TBC1D26,,,FEZF2,L6
Exc_L6_FEZF2_TBCC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_TBCC,,,FEZF2,L6
Exc_L6_FEZF2_TBCC,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_TBCC,,,FEZF2,L6
Exc_L6_FEZF2_TBCC,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_TBCC,,,FEZF2,L6
Exc_L6_FEZF2_TBCC,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_TBCC,,,FEZF2,L6
Exc_L6_FEZF2_VWA2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_FEZF2_VWA2,,,FEZF2,L6
Exc_L6_FEZF2_VWA2,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_FEZF2_VWA2,,,FEZF2,L6
Exc_L6_FEZF2_VWA2,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_FEZF2_VWA2,,,FEZF2,L6
Exc_L6_FEZF2_VWA2,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_FEZF2_VWA2,,,FEZF2,L6
Exc_L6_THEMIS_C6orf48,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_THEMIS_C6orf48,,,,L6
Exc_L6_THEMIS_EGR3,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_THEMIS_EGR3,,,,L6
Exc_L6_THEMIS_EGR3,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_THEMIS_EGR3,,,,L6
Exc_L6_THEMIS_EGR3,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_THEMIS_EGR3,,,,L6
Exc_L6_THEMIS_EGR3,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_THEMIS_EGR3,,,,L6
Exc_L6_THEMIS_LINC00343,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_THEMIS_LINC00343,,L6 IT,,L6
Exc_L6_THEMIS_LINC00343,ABI_2019_SMART-Seq_v4_A1,EXC,ABI_2019_SMART-Seq_v4_A1_Exc_L6_THEMIS_LINC00343,,L6 IT,,L6
Exc_L6_THEMIS_LINC00343,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_THEMIS_LINC00343,,L6 IT,,L6
Exc_L6_THEMIS_LINC00343,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,EXC,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Exc_L6_THEMIS_LINC00343,,L6 IT,,L6
Exc_L6_THEMIS_LINC00343,ABI_2019_SMART-Seq_v4_S1,EXC,ABI_2019_SMART-Seq_v4_S1_Exc_L6_THEMIS_LINC00343,,L6 IT,,L6
Exc_L6_THEMIS_LINC00343,ABI_2019_SMART-Seq_v4_V1,EXC,ABI_2019_SMART-Seq_v4_V1_Exc_L6_THEMIS_LINC00343,,L6 IT,,L6
Exc_L6_THEMIS_SLN,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_THEMIS_SLN,,L6 IT,,L6
Exc_L6_THEMIS_SLN,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_THEMIS_SLN,,L6 IT,,L6
Exc_L6_THEMIS_SNTG2,Bakken_2019_10x_Chromium_V3_M1,EXC,Bakken_2019_10x_Chromium_V3_M1_Exc_L6_THEMIS_SNTG2,,L6 IT,,L6
Exc_L6_THEMIS_SNTG2,Bakken_2019_SMART-Seq_v4_M1,EXC,Bakken_2019_SMART-Seq_v4_M1_Exc_L6_THEMIS_SNTG2,,L6 IT,,L6
IN_PV,Velmeshev_2019_10x_Chromium_Prefrontal_cortex,INH,Velmeshev_2019_10x_Chromium_Prefrontal_cortex_IN.PV,,,MGE,PVALB
IN_PV,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex,INH,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_IN.PV,,,MGE,PVALB
IN_PV,Schirmer_2019_10x_Chromium_V2_Parietal_cortex,INH,Schirmer_2019_10x_Chromium_V2_Parietal_cortex_IN.PV,,,MGE,PVALB
IN_PV,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex,INH,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_IN.PV,,,MGE,PVALB
IN_PV,Velmeshev_2019_10x_Chromium_BA24,INH,Velmeshev_2019_10x_Chromium_BA24_IN.PV,,,MGE,PVALB
IN_SST,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex,INH,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_IN.SST,,,MGE,SST
IN_SST,Schirmer_2019_10x_Chromium_V2_Parietal_cortex,INH,Schirmer_2019_10x_Chromium_V2_Parietal_cortex_IN.SST,,,MGE,SST
IN_SST,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex,INH,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_IN.SST,,,MGE,SST
IN_SST,Velmeshev_2019_10x_Chromium_Prefrontal_cortex,INH,Velmeshev_2019_10x_Chromium_Prefrontal_cortex_IN.SST,,,MGE,SST
IN_SST,Velmeshev_2019_10x_Chromium_BA24,INH,Velmeshev_2019_10x_Chromium_BA24_IN.SST,,,MGE,SST
IN_VIP,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex,INH,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_IN.VIP,,,CGE,VIP
IN_VIP,Schirmer_2019_10x_Chromium_V2_Parietal_cortex,INH,Schirmer_2019_10x_Chromium_V2_Parietal_cortex_IN.VIP,,,CGE,VIP
IN_VIP,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex,INH,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_IN.VIP,,,CGE,VIP
IN_VIP,Velmeshev_2019_10x_Chromium_Prefrontal_cortex,INH,Velmeshev_2019_10x_Chromium_Prefrontal_cortex_IN.VIP,,,CGE,VIP
IN_VIP,Velmeshev_2019_10x_Chromium_BA24,INH,Velmeshev_2019_10x_Chromium_BA24_IN.VIP,,,CGE,VIP
Inh_L1_2_GAD1_MC4R,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_GAD1_MC4R,GABAergic ADARB2,,,
Inh_L1_2_GAD1_MC4R,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_GAD1_MC4R,GABAergic ADARB2,,,
Inh_L1_2_GAD1_MC4R,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_GAD1_MC4R,GABAergic ADARB2,,,
Inh_L1_2_LAMP5_DBP,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_LAMP5_DBP,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_LAMP5_DBP,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_LAMP5_DBP,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_LAMP5_DBP,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_LAMP5_DBP,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_CDH12,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_PAX6_CDH12,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_CDH12,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_PAX6_CDH12,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_CDH12,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_PAX6_CDH12,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_SCGN,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.2_PAX6_SCGN,,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_SCGN,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.2_PAX6_SCGN,,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_SCGN,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.2_PAX6_SCGN,,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_SCGN,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.2_PAX6_SCGN,,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_TNFAIP8L3,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_PAX6_TNFAIP8L3,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_TNFAIP8L3,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_PAX6_TNFAIP8L3,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PAX6_TNFAIP8L3,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_PAX6_TNFAIP8L3,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_2_PVALB_CDK20,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_PVALB_CDK20,,Pvalb,MGE,PVALB
Inh_L1_2_PVALB_CDK20,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_PVALB_CDK20,,Pvalb,MGE,PVALB
Inh_L1_2_PVALB_TAC1,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.2_PVALB_TAC1,,,MGE,PVALB
Inh_L1_2_PVALB_TAC1,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.2_PVALB_TAC1,,,MGE,PVALB
Inh_L1_2_PVALB_TAC1,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.2_PVALB_TAC1,,,MGE,PVALB
Inh_L1_2_PVALB_TAC1,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.2_PVALB_TAC1,,,MGE,PVALB
